,Recording,Recorder,Date,Time,Filename,Municipio,Vereda,Latitud,Longitud,Elevacion,Habitat,Rain_occurrence,Rain_Intesity,Intensity_Category
12654,G37_20180605_123200,G37,2018/06/05,12:32:00,G37_20180605_123200.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12655,G37_20180605_124800,G37,2018/06/05,12:48:00,G37_20180605_124800.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12656,G37_20180605_130400,G37,2018/06/05,13:04:00,G37_20180605_130400.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12657,G37_20180605_132000,G37,2018/06/05,13:20:00,G37_20180605_132000.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12658,G37_20180605_133600,G37,2018/06/05,13:36:00,G37_20180605_133600.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12659,G37_20180605_135200,G37,2018/06/05,13:52:00,G37_20180605_135200.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12660,G37_20180605_140800,G37,2018/06/05,14:08:00,G37_20180605_140800.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12661,G37_20180605_142400,G37,2018/06/05,14:24:00,G37_20180605_142400.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12662,G37_20180605_144000,G37,2018/06/05,14:40:00,G37_20180605_144000.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12663,G37_20180605_145600,G37,2018/06/05,14:56:00,G37_20180605_145600.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12664,G37_20180605_151200,G37,2018/06/05,15:12:00,G37_20180605_151200.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12665,G37_20180605_152800,G37,2018/06/05,15:28:00,G37_20180605_152800.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12666,G37_20180605_154400,G37,2018/06/05,15:44:00,G37_20180605_154400.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12667,G37_20180605_160000,G37,2018/06/05,16:00:00,G37_20180605_160000.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12668,G37_20180605_161600,G37,2018/06/05,16:16:00,G37_20180605_161600.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12669,G37_20180605_163200,G37,2018/06/05,16:32:00,G37_20180605_163200.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12670,G37_20180605_164800,G37,2018/06/05,16:48:00,G37_20180605_164800.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12671,G37_20180605_200000,G37,2018/06/05,20:00:00,G37_20180605_200000.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
12672,G37_20180605_201600,G37,2018/06/05,20:16:00,G37_20180605_201600.wav,Alejandria,El Cerro,6.3672,-75.0286,1303,Forest,0,0,No_rain
