,Recording,Recorder,Date,Time,Filename,Municipio,Vereda,Latitud,Longitud,Elevacion,Habitat,Rain_occurrence,Rain_Intesity,Intensity_Category
983,G06_20180517_160000,G06,2018/05/17,16:00:00,G06_20180517_160000.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
984,G06_20180517_161600,G06,2018/05/17,16:16:00,G06_20180517_161600.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
985,G06_20180517_163200,G06,2018/05/17,16:32:00,G06_20180517_163200.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
986,G06_20180517_164800,G06,2018/05/17,16:48:00,G06_20180517_164800.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
987,G06_20180517_200000,G06,2018/05/17,20:00:00,G06_20180517_200000.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
988,G06_20180517_201600,G06,2018/05/17,20:16:00,G06_20180517_201600.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
989,G06_20180517_203200,G06,2018/05/17,20:32:00,G06_20180517_203200.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
990,G06_20180517_204800,G06,2018/05/17,20:48:00,G06_20180517_204800.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
991,G06_20180517_210400,G06,2018/05/17,21:04:00,G06_20180517_210400.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
992,G06_20180517_212000,G06,2018/05/17,21:20:00,G06_20180517_212000.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
993,G06_20180517_213600,G06,2018/05/17,21:36:00,G06_20180517_213600.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
994,G06_20180517_215200,G06,2018/05/17,21:52:00,G06_20180517_215200.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
995,G06_20180517_220800,G06,2018/05/17,22:08:00,G06_20180517_220800.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
996,G06_20180517_222400,G06,2018/05/17,22:24:00,G06_20180517_222400.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
997,G06_20180517_224000,G06,2018/05/17,22:40:00,G06_20180517_224000.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
998,G06_20180517_225600,G06,2018/05/17,22:56:00,G06_20180517_225600.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
999,G06_20180517_231200,G06,2018/05/17,23:12:00,G06_20180517_231200.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
1000,G06_20180517_232800,G06,2018/05/17,23:28:00,G06_20180517_232800.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
1001,G06_20180517_234400,G06,2018/05/17,23:44:00,G06_20180517_234400.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
1002,G06_20180518_000000,G06,2018/05/18,00:00:00,G06_20180518_000000.wav,Alejandria,El Respaldo,6.4088,-75.0453,1302,Forest,0,0,No_rain
