,Recording,Recorder,Date,Time,Filename,Municipio,Vereda,Latitud,Longitud,Elevacion,Habitat,Rain_occurrence,Rain_Intesity,Intensity_Category
9068,G27_20180528_151200,G27,2018/05/28,15:12:00,G27_20180528_151200.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9069,G27_20180528_152800,G27,2018/05/28,15:28:00,G27_20180528_152800.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9070,G27_20180528_154400,G27,2018/05/28,15:44:00,G27_20180528_154400.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9071,G27_20180528_160000,G27,2018/05/28,16:00:00,G27_20180528_160000.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9072,G27_20180528_161600,G27,2018/05/28,16:16:00,G27_20180528_161600.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9073,G27_20180528_163200,G27,2018/05/28,16:32:00,G27_20180528_163200.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9074,G27_20180528_164800,G27,2018/05/28,16:48:00,G27_20180528_164800.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9075,G27_20180528_200000,G27,2018/05/28,20:00:00,G27_20180528_200000.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9076,G27_20180528_201600,G27,2018/05/28,20:16:00,G27_20180528_201600.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9077,G27_20180528_203200,G27,2018/05/28,20:32:00,G27_20180528_203200.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9078,G27_20180528_204800,G27,2018/05/28,20:48:00,G27_20180528_204800.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9079,G27_20180528_210400,G27,2018/05/28,21:04:00,G27_20180528_210400.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9080,G27_20180528_212000,G27,2018/05/28,21:20:00,G27_20180528_212000.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9081,G27_20180528_213600,G27,2018/05/28,21:36:00,G27_20180528_213600.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9082,G27_20180528_215200,G27,2018/05/28,21:52:00,G27_20180528_215200.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9083,G27_20180528_220800,G27,2018/05/28,22:08:00,G27_20180528_220800.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9084,G27_20180528_222400,G27,2018/05/28,22:24:00,G27_20180528_222400.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9085,G27_20180528_224000,G27,2018/05/28,22:40:00,G27_20180528_224000.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9086,G27_20180528_225600,G27,2018/05/28,22:56:00,G27_20180528_225600.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9087,G27_20180528_231200,G27,2018/05/28,23:12:00,G27_20180528_231200.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,1,1,Light
9088,G27_20180528_232800,G27,2018/05/28,23:28:00,G27_20180528_232800.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,1,1,Light
9089,G27_20180528_234400,G27,2018/05/28,23:44:00,G27_20180528_234400.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,1,1,Light
9090,G27_20180529_000000,G27,2018/05/29,00:00:00,G27_20180529_000000.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,1,1,Light
9091,G27_20180529_001600,G27,2018/05/29,00:16:00,G27_20180529_001600.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,1,1,Light
9092,G27_20180529_003200,G27,2018/05/29,00:32:00,G27_20180529_003200.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,1,1,Light
9093,G27_20180529_004800,G27,2018/05/29,00:48:00,G27_20180529_004800.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,1,1,Light
9094,G27_20180529_010400,G27,2018/05/29,01:04:00,G27_20180529_010400.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,1,1,Light
9095,G27_20180529_012000,G27,2018/05/29,01:20:00,G27_20180529_012000.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,1,1,Light
9096,G27_20180529_013600,G27,2018/05/29,01:36:00,G27_20180529_013600.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
9097,G27_20180529_015200,G27,2018/05/29,01:52:00,G27_20180529_015200.wav,Alejandria,El Respaldo,6.3887,-75.0136,1289,Non- forest,0,0,No_rain
