,Recording,Recorder,Date,Time,Filename,Municipio,Vereda,Latitud,Longitud,Elevacion,Habitat,Rain_occurrence,Rain_Intesity,Intensity_Category
4683,G15_20180517_200000,G15,2018/05/17,20:00:00,G15_20180517_200000.wav,San Roque,Playa Rica,6.4045,-75.0143,1325,Forest,0,0,No_rain
4684,G15_20180517_201600,G15,2018/05/17,20:16:00,G15_20180517_201600.wav,San Roque,Playa Rica,6.4045,-75.0143,1325,Forest,0,0,No_rain
4685,G15_20180517_203200,G15,2018/05/17,20:32:00,G15_20180517_203200.wav,San Roque,Playa Rica,6.4045,-75.0143,1325,Forest,0,0,No_rain
4686,G15_20180517_204800,G15,2018/05/17,20:48:00,G15_20180517_204800.wav,San Roque,Playa Rica,6.4045,-75.0143,1325,Forest,0,0,No_rain
4687,G15_20180517_210400,G15,2018/05/17,21:04:00,G15_20180517_210400.wav,San Roque,Playa Rica,6.4045,-75.0143,1325,Forest,0,0,No_rain
4688,G15_20180517_212000,G15,2018/05/17,21:20:00,G15_20180517_212000.wav,San Roque,Playa Rica,6.4045,-75.0143,1325,Forest,0,0,No_rain
4689,G15_20180517_213600,G15,2018/05/17,21:36:00,G15_20180517_213600.wav,San Roque,Playa Rica,6.4045,-75.0143,1325,Forest,0,0,No_rain
4690,G15_20180517_215200,G15,2018/05/17,21:52:00,G15_20180517_215200.wav,San Roque,Playa Rica,6.4045,-75.0143,1325,Forest,0,0,No_rain
4691,G15_20180517_220800,G15,2018/05/17,22:08:00,G15_20180517_220800.wav,San Roque,Playa Rica,6.4045,-75.0143,1325,Forest,0,0,No_rain
4692,G15_20180517_222400,G15,2018/05/17,22:24:00,G15_20180517_222400.wav,San Roque,Playa Rica,6.4045,-75.0143,1325,Forest,0,0,No_rain
4693,G15_20180517_224000,G15,2018/05/17,22:40:00,G15_20180517_224000.wav,San Roque,Playa Rica,6.4045,-75.0143,1325,Forest,0,0,No_rain
4694,G15_20180517_225600,G15,2018/05/17,22:56:00,G15_20180517_225600.wav,San Roque,Playa Rica,6.4045,-75.0143,1325,Forest,0,0,No_rain
4695,G15_20180517_231200,G15,2018/05/17,23:12:00,G15_20180517_231200.wav,San Roque,Playa Rica,6.4045,-75.0143,1325,Forest,0,0,No_rain
4696,G15_20180517_232800,G15,2018/05/17,23:28:00,G15_20180517_232800.wav,San Roque,Playa Rica,6.4045,-75.0143,1325,Forest,0,0,No_rain
4697,G15_20180517_234400,G15,2018/05/17,23:44:00,G15_20180517_234400.wav,San Roque,Playa Rica,6.4045,-75.0143,1325,Forest,0,0,No_rain
