,Recording,Recorder,Date,Time,Filename,Municipio,Vereda,Latitud,Longitud,Elevacion,Habitat,Rain_occurrence,Rain_Intesity,Intensity_Category
15842,G49_20180625_161600,G49,2018/06/25,16:16:00,G49_20180625_161600.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15843,G49_20180625_163200,G49,2018/06/25,16:32:00,G49_20180625_163200.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15844,G49_20180625_164800,G49,2018/06/25,16:48:00,G49_20180625_164800.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15845,G49_20180625_200000,G49,2018/06/25,20:00:00,G49_20180625_200000.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15846,G49_20180625_201600,G49,2018/06/25,20:16:00,G49_20180625_201600.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15847,G49_20180625_203200,G49,2018/06/25,20:32:00,G49_20180625_203200.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15848,G49_20180625_204800,G49,2018/06/25,20:48:00,G49_20180625_204800.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15849,G49_20180625_210400,G49,2018/06/25,21:04:00,G49_20180625_210400.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15850,G49_20180625_212000,G49,2018/06/25,21:20:00,G49_20180625_212000.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15851,G49_20180625_213600,G49,2018/06/25,21:36:00,G49_20180625_213600.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15852,G49_20180625_215200,G49,2018/06/25,21:52:00,G49_20180625_215200.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15853,G49_20180625_220800,G49,2018/06/25,22:08:00,G49_20180625_220800.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15854,G49_20180625_222400,G49,2018/06/25,22:24:00,G49_20180625_222400.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15855,G49_20180625_224000,G49,2018/06/25,22:40:00,G49_20180625_224000.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15856,G49_20180625_225600,G49,2018/06/25,22:56:00,G49_20180625_225600.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15857,G49_20180625_231200,G49,2018/06/25,23:12:00,G49_20180625_231200.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15858,G49_20180625_232800,G49,2018/06/25,23:28:00,G49_20180625_232800.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15859,G49_20180625_234400,G49,2018/06/25,23:44:00,G49_20180625_234400.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15860,G49_20180626_000000,G49,2018/06/26,00:00:00,G49_20180626_000000.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15861,G49_20180626_001600,G49,2018/06/26,00:16:00,G49_20180626_001600.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15862,G49_20180626_003200,G49,2018/06/26,00:32:00,G49_20180626_003200.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15863,G49_20180626_004800,G49,2018/06/26,00:48:00,G49_20180626_004800.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15864,G49_20180626_010400,G49,2018/06/26,01:04:00,G49_20180626_010400.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15865,G49_20180626_012000,G49,2018/06/26,01:20:00,G49_20180626_012000.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15866,G49_20180626_013600,G49,2018/06/26,01:36:00,G49_20180626_013600.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15867,G49_20180626_015200,G49,2018/06/26,01:52:00,G49_20180626_015200.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15868,G49_20180626_020800,G49,2018/06/26,02:08:00,G49_20180626_020800.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15869,G49_20180626_022400,G49,2018/06/26,02:24:00,G49_20180626_022400.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15870,G49_20180626_024000,G49,2018/06/26,02:40:00,G49_20180626_024000.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15871,G49_20180626_025600,G49,2018/06/26,02:56:00,G49_20180626_025600.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15872,G49_20180626_031200,G49,2018/06/26,03:12:00,G49_20180626_031200.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15873,G49_20180626_032800,G49,2018/06/26,03:28:00,G49_20180626_032800.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15874,G49_20180626_034400,G49,2018/06/26,03:44:00,G49_20180626_034400.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15875,G49_20180626_040000,G49,2018/06/26,04:00:00,G49_20180626_040000.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
15876,G49_20180626_041600,G49,2018/06/26,04:16:00,G49_20180626_041600.wav,San Rafael,Area proteccion embalse EPM,6.3459,-75.0024,1086,Forest,0,0,No_rain
