,Recording,Recorder,Date,Time,Filename,Municipio,Vereda,Latitud,Longitud,Elevacion,Habitat,Rain_occurrence,Rain_Intesity,Intensity_Category
0,G03_20180511_120000,G03,2018/05/11,12:00:00,G03_20180511_120000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
1,G03_20180511_121600,G03,2018/05/11,12:16:00,G03_20180511_121600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
2,G03_20180511_123200,G03,2018/05/11,12:32:00,G03_20180511_123200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
3,G03_20180511_124800,G03,2018/05/11,12:48:00,G03_20180511_124800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
4,G03_20180511_130400,G03,2018/05/11,13:04:00,G03_20180511_130400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
5,G03_20180511_132000,G03,2018/05/11,13:20:00,G03_20180511_132000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
6,G03_20180511_133600,G03,2018/05/11,13:36:00,G03_20180511_133600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
7,G03_20180511_135200,G03,2018/05/11,13:52:00,G03_20180511_135200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
8,G03_20180511_140800,G03,2018/05/11,14:08:00,G03_20180511_140800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
9,G03_20180511_142400,G03,2018/05/11,14:24:00,G03_20180511_142400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
10,G03_20180511_144000,G03,2018/05/11,14:40:00,G03_20180511_144000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
11,G03_20180511_145600,G03,2018/05/11,14:56:00,G03_20180511_145600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
12,G03_20180511_151200,G03,2018/05/11,15:12:00,G03_20180511_151200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
13,G03_20180511_152800,G03,2018/05/11,15:28:00,G03_20180511_152800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
14,G03_20180511_154400,G03,2018/05/11,15:44:00,G03_20180511_154400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
15,G03_20180511_160000,G03,2018/05/11,16:00:00,G03_20180511_160000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
16,G03_20180511_161600,G03,2018/05/11,16:16:00,G03_20180511_161600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
17,G03_20180511_163200,G03,2018/05/11,16:32:00,G03_20180511_163200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
18,G03_20180511_164800,G03,2018/05/11,16:48:00,G03_20180511_164800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
19,G03_20180511_200000,G03,2018/05/11,20:00:00,G03_20180511_200000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
20,G03_20180511_201600,G03,2018/05/11,20:16:00,G03_20180511_201600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
21,G03_20180511_203200,G03,2018/05/11,20:32:00,G03_20180511_203200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
22,G03_20180511_204800,G03,2018/05/11,20:48:00,G03_20180511_204800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
23,G03_20180511_210400,G03,2018/05/11,21:04:00,G03_20180511_210400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
24,G03_20180511_212000,G03,2018/05/11,21:20:00,G03_20180511_212000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
25,G03_20180511_213600,G03,2018/05/11,21:36:00,G03_20180511_213600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
26,G03_20180511_215200,G03,2018/05/11,21:52:00,G03_20180511_215200.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
27,G03_20180511_220800,G03,2018/05/11,22:08:00,G03_20180511_220800.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
28,G03_20180511_222400,G03,2018/05/11,22:24:00,G03_20180511_222400.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
29,G03_20180511_224000,G03,2018/05/11,22:40:00,G03_20180511_224000.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
30,G03_20180511_225600,G03,2018/05/11,22:56:00,G03_20180511_225600.wav,Alejandria,El Respaldo,6.4137,-75.0366,1322,Forest,0,0,No_rain
