,Recording,Recorder,Date,Time,Filename,Municipio,Vereda,Latitud,Longitud,Elevacion,Habitat,Rain_occurrence,Rain_Intesity,Intensity_Category
565,G04_20180511_095200,G04,2018/05/11,09:52:00,G04_20180511_095200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
566,G04_20180511_100800,G04,2018/05/11,10:08:00,G04_20180511_100800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
567,G04_20180511_102400,G04,2018/05/11,10:24:00,G04_20180511_102400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
568,G04_20180511_104000,G04,2018/05/11,10:40:00,G04_20180511_104000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
569,G04_20180511_111200,G04,2018/05/11,11:12:00,G04_20180511_111200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
570,G04_20180511_112800,G04,2018/05/11,11:28:00,G04_20180511_112800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
571,G04_20180511_114400,G04,2018/05/11,11:44:00,G04_20180511_114400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
572,G04_20180511_120000,G04,2018/05/11,12:00:00,G04_20180511_120000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
573,G04_20180511_121600,G04,2018/05/11,12:16:00,G04_20180511_121600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
574,G04_20180511_123200,G04,2018/05/11,12:32:00,G04_20180511_123200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
575,G04_20180511_124800,G04,2018/05/11,12:48:00,G04_20180511_124800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
576,G04_20180511_130400,G04,2018/05/11,13:04:00,G04_20180511_130400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
577,G04_20180511_132000,G04,2018/05/11,13:20:00,G04_20180511_132000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
578,G04_20180511_133600,G04,2018/05/11,13:36:00,G04_20180511_133600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
579,G04_20180511_135200,G04,2018/05/11,13:52:00,G04_20180511_135200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
580,G04_20180511_144000,G04,2018/05/11,14:40:00,G04_20180511_144000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
581,G04_20180511_145600,G04,2018/05/11,14:56:00,G04_20180511_145600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
582,G04_20180511_154400,G04,2018/05/11,15:44:00,G04_20180511_154400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
583,G04_20180511_163200,G04,2018/05/11,16:32:00,G04_20180511_163200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
584,G04_20180511_201600,G04,2018/05/11,20:16:00,G04_20180511_201600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
585,G04_20180511_204800,G04,2018/05/11,20:48:00,G04_20180511_204800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
586,G04_20180511_210400,G04,2018/05/11,21:04:00,G04_20180511_210400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
587,G04_20180511_212000,G04,2018/05/11,21:20:00,G04_20180511_212000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
588,G04_20180511_213600,G04,2018/05/11,21:36:00,G04_20180511_213600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
589,G04_20180511_220800,G04,2018/05/11,22:08:00,G04_20180511_220800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
590,G04_20180511_222400,G04,2018/05/11,22:24:00,G04_20180511_222400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
591,G04_20180511_224000,G04,2018/05/11,22:40:00,G04_20180511_224000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
592,G04_20180511_225600,G04,2018/05/11,22:56:00,G04_20180511_225600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
593,G04_20180511_231200,G04,2018/05/11,23:12:00,G04_20180511_231200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
594,G04_20180511_232800,G04,2018/05/11,23:28:00,G04_20180511_232800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
595,G04_20180511_234400,G04,2018/05/11,23:44:00,G04_20180511_234400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
596,G04_20180512_000000,G04,2018/05/12,00:00:00,G04_20180512_000000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
597,G04_20180512_001600,G04,2018/05/12,00:16:00,G04_20180512_001600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
598,G04_20180512_003200,G04,2018/05/12,00:32:00,G04_20180512_003200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
599,G04_20180512_004800,G04,2018/05/12,00:48:00,G04_20180512_004800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
600,G04_20180512_010400,G04,2018/05/12,01:04:00,G04_20180512_010400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
601,G04_20180512_012000,G04,2018/05/12,01:20:00,G04_20180512_012000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
602,G04_20180512_013600,G04,2018/05/12,01:36:00,G04_20180512_013600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
603,G04_20180512_015200,G04,2018/05/12,01:52:00,G04_20180512_015200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
604,G04_20180512_020800,G04,2018/05/12,02:08:00,G04_20180512_020800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
605,G04_20180512_022400,G04,2018/05/12,02:24:00,G04_20180512_022400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
606,G04_20180512_024000,G04,2018/05/12,02:40:00,G04_20180512_024000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
607,G04_20180512_025600,G04,2018/05/12,02:56:00,G04_20180512_025600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
608,G04_20180512_031200,G04,2018/05/12,03:12:00,G04_20180512_031200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
609,G04_20180512_032800,G04,2018/05/12,03:28:00,G04_20180512_032800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
610,G04_20180512_034400,G04,2018/05/12,03:44:00,G04_20180512_034400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
611,G04_20180512_040000,G04,2018/05/12,04:00:00,G04_20180512_040000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
612,G04_20180512_041600,G04,2018/05/12,04:16:00,G04_20180512_041600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
613,G04_20180512_043200,G04,2018/05/12,04:32:00,G04_20180512_043200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
614,G04_20180512_044800,G04,2018/05/12,04:48:00,G04_20180512_044800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
615,G04_20180512_080000,G04,2018/05/12,08:00:00,G04_20180512_080000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
616,G04_20180512_081600,G04,2018/05/12,08:16:00,G04_20180512_081600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
617,G04_20180512_083200,G04,2018/05/12,08:32:00,G04_20180512_083200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
618,G04_20180512_084800,G04,2018/05/12,08:48:00,G04_20180512_084800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
619,G04_20180512_090400,G04,2018/05/12,09:04:00,G04_20180512_090400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
620,G04_20180512_092000,G04,2018/05/12,09:20:00,G04_20180512_092000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
621,G04_20180512_093600,G04,2018/05/12,09:36:00,G04_20180512_093600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
622,G04_20180512_095200,G04,2018/05/12,09:52:00,G04_20180512_095200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
623,G04_20180512_100800,G04,2018/05/12,10:08:00,G04_20180512_100800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
624,G04_20180512_102400,G04,2018/05/12,10:24:00,G04_20180512_102400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
625,G04_20180512_104000,G04,2018/05/12,10:40:00,G04_20180512_104000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
626,G04_20180512_105600,G04,2018/05/12,10:56:00,G04_20180512_105600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
627,G04_20180512_111200,G04,2018/05/12,11:12:00,G04_20180512_111200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
628,G04_20180512_121600,G04,2018/05/12,12:16:00,G04_20180512_121600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
629,G04_20180512_124800,G04,2018/05/12,12:48:00,G04_20180512_124800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
630,G04_20180512_160000,G04,2018/05/12,16:00:00,G04_20180512_160000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
631,G04_20180512_164800,G04,2018/05/12,16:48:00,G04_20180512_164800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
632,G04_20180512_201600,G04,2018/05/12,20:16:00,G04_20180512_201600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
633,G04_20180512_203200,G04,2018/05/12,20:32:00,G04_20180512_203200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
634,G04_20180512_204800,G04,2018/05/12,20:48:00,G04_20180512_204800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
635,G04_20180512_210400,G04,2018/05/12,21:04:00,G04_20180512_210400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
636,G04_20180512_212000,G04,2018/05/12,21:20:00,G04_20180512_212000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
637,G04_20180512_213600,G04,2018/05/12,21:36:00,G04_20180512_213600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
638,G04_20180512_215200,G04,2018/05/12,21:52:00,G04_20180512_215200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
639,G04_20180512_220800,G04,2018/05/12,22:08:00,G04_20180512_220800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
640,G04_20180512_222400,G04,2018/05/12,22:24:00,G04_20180512_222400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
641,G04_20180512_224000,G04,2018/05/12,22:40:00,G04_20180512_224000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
642,G04_20180512_225600,G04,2018/05/12,22:56:00,G04_20180512_225600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,1,2,Moderate
643,G04_20180512_231200,G04,2018/05/12,23:12:00,G04_20180512_231200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,1,1,Light
644,G04_20180512_234400,G04,2018/05/12,23:44:00,G04_20180512_234400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,1,2,Moderate
645,G04_20180513_000000,G04,2018/05/13,00:00:00,G04_20180513_000000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,1,2,Moderate
646,G04_20180513_001600,G04,2018/05/13,00:16:00,G04_20180513_001600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,1,2,Moderate
647,G04_20180513_003200,G04,2018/05/13,00:32:00,G04_20180513_003200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,1,2,Moderate
648,G04_20180513_004800,G04,2018/05/13,00:48:00,G04_20180513_004800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,1,2,Moderate
649,G04_20180513_010400,G04,2018/05/13,01:04:00,G04_20180513_010400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,1,1,Light
650,G04_20180513_012000,G04,2018/05/13,01:20:00,G04_20180513_012000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,1,1,Light
651,G04_20180513_013600,G04,2018/05/13,01:36:00,G04_20180513_013600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,1,1,Light
652,G04_20180513_015200,G04,2018/05/13,01:52:00,G04_20180513_015200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
653,G04_20180513_020800,G04,2018/05/13,02:08:00,G04_20180513_020800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
654,G04_20180513_022400,G04,2018/05/13,02:24:00,G04_20180513_022400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
655,G04_20180513_024000,G04,2018/05/13,02:40:00,G04_20180513_024000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
656,G04_20180513_025600,G04,2018/05/13,02:56:00,G04_20180513_025600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
657,G04_20180513_031200,G04,2018/05/13,03:12:00,G04_20180513_031200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
658,G04_20180513_032800,G04,2018/05/13,03:28:00,G04_20180513_032800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
659,G04_20180513_034400,G04,2018/05/13,03:44:00,G04_20180513_034400.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
660,G04_20180513_040000,G04,2018/05/13,04:00:00,G04_20180513_040000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
661,G04_20180513_041600,G04,2018/05/13,04:16:00,G04_20180513_041600.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
662,G04_20180513_043200,G04,2018/05/13,04:32:00,G04_20180513_043200.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
663,G04_20180513_044800,G04,2018/05/13,04:48:00,G04_20180513_044800.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
664,G04_20180513_080000,G04,2018/05/13,08:00:00,G04_20180513_080000.wav,San Roque,Playa Rica,6.4286,-75.0281,1310,Forest,0,0,No_rain
