global_index,field_number_PR,longitud_IG,latitude_IG,day_init_TI,day_end_TI,samp_rate_RE,habitat,pasture,savanna,forest,cover,Filename,name_FI,rain_FI
62056,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220907_123000.WAV,20220907_123000,NO
62057,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_164500.WAV,20220904_164500,NO
62058,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_170000.WAV,20220904_170000,NO
62059,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_171500.WAV,20220904_171500,NO
62060,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_173000.WAV,20220904_173000,NO
62061,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_174500.WAV,20220904_174500,NO
62062,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_180000.WAV,20220904_180000,NO
62063,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_181500.WAV,20220904_181500,NO
62064,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_183000.WAV,20220904_183000,NO
62065,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_184500.WAV,20220904_184500,NO
62066,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_190000.WAV,20220904_190000,NO
62067,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_191500.WAV,20220904_191500,NO
62068,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_193000.WAV,20220904_193000,NO
62069,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_194500.WAV,20220904_194500,NO
62070,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_200000.WAV,20220904_200000,NO
62071,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_201500.WAV,20220904_201500,NO
62072,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_203000.WAV,20220904_203000,NO
62073,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_210000.WAV,20220904_210000,NO
62074,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_211500.WAV,20220904_211500,NO
62075,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_213000.WAV,20220904_213000,NO
62076,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_214500.WAV,20220904_214500,NO
62077,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_220000.WAV,20220904_220000,NO
62078,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_221500.WAV,20220904_221500,NO
62079,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_223000.WAV,20220904_223000,NO
62080,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_224500.WAV,20220904_224500,NO
62081,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_230000.WAV,20220904_230000,NO
62082,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_231500.WAV,20220904_231500,NO
62083,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_233000.WAV,20220904_233000,NO
62084,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220904_234500.WAV,20220904_234500,NO
62085,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_000000.WAV,20220905_000000,NO
62086,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_001500.WAV,20220905_001500,YES
62087,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_003000.WAV,20220905_003000,NO
62088,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_004500.WAV,20220905_004500,NO
62089,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_011500.WAV,20220905_011500,NO
62090,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_013000.WAV,20220905_013000,NO
62091,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_014500.WAV,20220905_014500,NO
62092,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_020000.WAV,20220905_020000,NO
62093,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_021500.WAV,20220905_021500,NO
62094,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_023000.WAV,20220905_023000,NO
62095,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_024500.WAV,20220905_024500,NO
62096,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_030000.WAV,20220905_030000,NO
62097,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_031500.WAV,20220905_031500,NO
62098,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_033000.WAV,20220905_033000,NO
62099,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_034500.WAV,20220905_034500,NO
62100,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_040000.WAV,20220905_040000,NO
62101,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_041500.WAV,20220905_041500,NO
62102,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_043000.WAV,20220905_043000,NO
62103,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_044500.WAV,20220905_044500,NO
62104,RZUG06,-73.3899504,3.5376934,4,13,192000,parche,0.0984656909609636,0.8211688649198259,0.0803654441192104,savanna,20220905_050000.WAV,20220905_050000,NO
