global_index,field_number_PR,longitud_IG,latitude_IG,day_init_TI,day_end_TI,samp_rate_RE,habitat,pasture,savanna,forest,cover,Filename,name_FI,rain_FI
41569,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_130000.WAV,20220903_130000,YES
41570,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_131500.WAV,20220903_131500,YES
41571,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_133000.WAV,20220903_133000,YES
41572,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_134500.WAV,20220903_134500,YES
41573,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_140000.WAV,20220903_140000,YES
41574,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_141500.WAV,20220903_141500,YES
41575,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_143000.WAV,20220903_143000,YES
41576,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_144500.WAV,20220903_144500,YES
41577,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_150000.WAV,20220903_150000,YES
41578,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_151500.WAV,20220903_151500,YES
41579,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_153000.WAV,20220903_153000,YES
41580,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_154500.WAV,20220903_154500,YES
41581,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_160000.WAV,20220903_160000,YES
41582,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_161500.WAV,20220903_161500,YES
41583,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_163000.WAV,20220903_163000,YES
41584,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_164500.WAV,20220903_164500,YES
41585,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_171500.WAV,20220903_171500,NO
41586,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_173000.WAV,20220903_173000,NO
41587,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_174500.WAV,20220903_174500,YES
41588,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_180000.WAV,20220903_180000,NO
41589,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_181500.WAV,20220903_181500,YES
41590,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_183000.WAV,20220903_183000,NO
41591,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_184500.WAV,20220903_184500,NO
41592,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_190000.WAV,20220903_190000,NO
41593,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_191500.WAV,20220903_191500,NO
41594,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_193000.WAV,20220903_193000,NO
41595,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_194500.WAV,20220903_194500,NO
41596,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_200000.WAV,20220903_200000,NO
41597,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_201500.WAV,20220903_201500,NO
41598,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_203000.WAV,20220903_203000,NO
41599,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_204500.WAV,20220903_204500,NO
41600,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_210000.WAV,20220903_210000,NO
41601,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_213000.WAV,20220903_213000,NO
41602,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_214500.WAV,20220903_214500,NO
41603,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_220000.WAV,20220903_220000,NO
41604,RZUE04,-73.3972399,3.5449914,3,13,192000,bosque,0.993026385440084,0.0069736145599159,0.0,pasture,20220903_221500.WAV,20220903_221500,NO
