global_index,field_number_PR,longitud_IG,latitude_IG,day_init_TI,day_end_TI,samp_rate_RE,habitat,pasture,savanna,forest,cover,Filename,name_FI,rain_FI
77544,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220906_034500.WAV,20220906_034500,NO
77545,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_080000.WAV,20220903_080000,YES
77546,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_081500.WAV,20220903_081500,NO
77547,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_083000.WAV,20220903_083000,NO
77548,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_084500.WAV,20220903_084500,NO
77549,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_090000.WAV,20220903_090000,NO
77550,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_091500.WAV,20220903_091500,NO
77551,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_093000.WAV,20220903_093000,NO
77552,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_094500.WAV,20220903_094500,NO
77553,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_100000.WAV,20220903_100000,NO
77554,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_101500.WAV,20220903_101500,NO
77555,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_103000.WAV,20220903_103000,NO
77556,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_104500.WAV,20220903_104500,NO
77557,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_110000.WAV,20220903_110000,NO
77558,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_111500.WAV,20220903_111500,NO
77559,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_113000.WAV,20220903_113000,YES
77560,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_114500.WAV,20220903_114500,YES
77561,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_121500.WAV,20220903_121500,YES
77562,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_123000.WAV,20220903_123000,YES
77563,RZUD01M,-73.4007675,3.5557621,3,11,192000,bosque,0.7869414138739751,8.291191640877945e-06,0.2130502949343841,pasture,20220903_124500.WAV,20220903_124500,YES
