global_index,field_number_PR,longitud_IG,latitude_IG,day_init_TI,day_end_TI,samp_rate_RE,habitat,pasture,savanna,forest,cover,Filename,name_FI,rain_FI
0,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220906_063000.WAV,20220906_063000,NO
1,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220909_023000.WAV,20220909_023000,YES
2,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_104500.WAV,20220903_104500,YES
3,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_110000.WAV,20220903_110000,NO
4,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_111500.WAV,20220903_111500,NO
5,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_113000.WAV,20220903_113000,YES
6,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_114500.WAV,20220903_114500,YES
7,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_120000.WAV,20220903_120000,YES
8,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_121500.WAV,20220903_121500,YES
9,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_123000.WAV,20220903_123000,YES
10,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_124500.WAV,20220903_124500,YES
11,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_130000.WAV,20220903_130000,YES
12,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_131500.WAV,20220903_131500,YES
13,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_133000.WAV,20220903_133000,YES
14,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_134500.WAV,20220903_134500,YES
15,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_140000.WAV,20220903_140000,YES
16,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_141500.WAV,20220903_141500,YES
17,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_143000.WAV,20220903_143000,YES
18,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_150000.WAV,20220903_150000,YES
19,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_151500.WAV,20220903_151500,YES
20,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_153000.WAV,20220903_153000,YES
21,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_154500.WAV,20220903_154500,YES
22,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_160000.WAV,20220903_160000,YES
23,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_161500.WAV,20220903_161500,YES
24,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_163000.WAV,20220903_163000,YES
25,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_164500.WAV,20220903_164500,YES
26,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_170000.WAV,20220903_170000,YES
27,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_171500.WAV,20220903_171500,YES
28,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_173000.WAV,20220903_173000,YES
29,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_174500.WAV,20220903_174500,NO
30,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_180000.WAV,20220903_180000,NO
31,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_181500.WAV,20220903_181500,NO
32,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_183000.WAV,20220903_183000,NO
33,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_184500.WAV,20220903_184500,NO
34,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_191500.WAV,20220903_191500,NO
35,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_193000.WAV,20220903_193000,NO
36,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_194500.WAV,20220903_194500,NO
37,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_200000.WAV,20220903_200000,NO
38,RZUA01,-73.411659,3.55586,3,14,192000,bosque,1.0,0.0,0.0,pasture,20220903_201500.WAV,20220903_201500,NO
