global_index,field_number_PR,longitud_IG,latitude_IG,day_init_TI,day_end_TI,samp_rate_RE,habitat,pasture,savanna,forest,cover,Filename,name_FI,rain_FI
69781,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220906_053000.WAV,20220906_053000,NO
69782,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220909_013000.WAV,20220909_013000,NO
69783,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_094538.WAV,20220903_094538,YES
69784,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_100000.WAV,20220903_100000,NO
69785,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_101500.WAV,20220903_101500,NO
69786,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_103000.WAV,20220903_103000,NO
69787,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_104500.WAV,20220903_104500,NO
69788,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_110000.WAV,20220903_110000,NO
69789,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_111500.WAV,20220903_111500,NO
69790,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_113000.WAV,20220903_113000,YES
69791,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_114500.WAV,20220903_114500,YES
69792,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_120000.WAV,20220903_120000,YES
69793,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_121500.WAV,20220903_121500,YES
69794,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_123000.WAV,20220903_123000,YES
69795,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_124500.WAV,20220903_124500,YES
69796,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_130000.WAV,20220903_130000,YES
69797,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_131500.WAV,20220903_131500,YES
69798,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_133000.WAV,20220903_133000,YES
69799,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_140000.WAV,20220903_140000,YES
69800,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_141500.WAV,20220903_141500,YES
69801,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_143000.WAV,20220903_143000,YES
69802,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_144500.WAV,20220903_144500,YES
69803,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_150000.WAV,20220903_150000,YES
69804,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_151500.WAV,20220903_151500,YES
69805,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_153000.WAV,20220903_153000,YES
69806,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_154500.WAV,20220903_154500,YES
69807,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_160000.WAV,20220903_160000,YES
69808,RZUH04,-73.386605,3.5448817,3,12,192000,bosque,0.6923752439216985,0.1947208639877818,0.1129038920905197,pasture,20220903_161500.WAV,20220903_161500,YES
